client_id,birth_number,district_id,birthdate,gender,birth_month,age,age_group
206,635413,59,1963-04-13,Female,4,63,60+
207,320520,46,1932-05-20,Male,5,94,60+
208,405625,13,1940-06-25,Female,6,86,60+
209,350820,13,1935-08-20,Male,8,91,60+
210,391130,66,1939-11-30,Male,11,87,60+
211,455628,66,1945-06-28,Female,6,81,60+
212,750210,52,1975-02-10,Male,2,51,46-60
215,670924,71,1967-09-24,Male,9,59,46-60
216,600130,1,1960-01-30,Male,1,66,60+
217,746222,59,1974-12-22,Female,12,52,46-60
218,805123,1,1980-01-23,Female,1,46,46-60
219,645402,60,1964-04-02,Female,4,62,60+
221,775225,21,1977-02-25,Female,2,49,46-60
222,725629,47,1972-06-29,Female,6,54,46-60
223,525227,43,1952-02-27,Female,2,74,60+
224,550511,77,1955-05-11,Male,5,71,60+
225,360510,32,1936-05-10,Male,5,90,60+
226,420616,1,1942-06-16,Male,6,84,60+
227,266218,52,1926-12-18,Female,12,100,60+
228,565316,48,1956-03-16,Female,3,70,60+
229,690722,76,1969-07-22,Male,7,57,46-60
230,675310,74,1967-03-10,Female,3,59,46-60
231,410218,41,1941-02-18,Male,2,85,60+
232,215617,55,1921-06-17,Female,6,105,
233,586203,69,1958-12-03,Female,12,68,60+
234,550621,69,1955-06-21,Male,6,71,60+
235,435828,44,1943-08-28,Female,8,83,60+
236,610901,70,1961-09-01,Male,9,65,60+
237,695222,70,1969-02-22,Female,2,57,46-60
238,616128,6,1961-11-28,Female,11,65,60+
239,745910,1,1974-09-10,Female,9,52,46-60
240,295617,34,1929-06-17,Female,6,97,60+
241,590123,70,1959-01-23,Male,1,67,60+
242,615801,17,1961-08-01,Female,8,65,60+
243,540210,63,1954-02-10,Male,2,72,60+
246,706228,67,1970-12-28,Female,12,56,46-60
247,570508,1,1957-05-08,Male,5,69,60+
248,696212,61,1969-12-12,Female,12,57,46-60
249,700505,61,1970-05-05,Male,5,56,46-60
250,796125,8,1979-11-25,Female,11,47,46-60
251,765303,54,1976-03-03,Female,3,50,46-60
252,695901,37,1969-09-01,Female,9,57,46-60
253,475512,48,1947-05-12,Female,5,79,60+
254,630530,28,1963-05-30,Male,5,63,60+
255,516011,27,1951-10-11,Female,10,75,60+
256,635227,73,1963-02-27,Female,2,63,60+
257,426104,22,1942-11-04,Female,11,84,60+
258,370531,22,1937-05-31,Male,5,89,60+
259,660608,31,1966-06-08,Male,6,60,46-60
260,625224,31,1962-02-24,Female,2,64,60+
261,376207,38,1937-12-07,Female,12,89,60+
262,451125,77,1945-11-25,Male,11,81,60+
263,620520,68,1962-05-20,Male,5,64,60+
264,780822,28,1978-08-22,Male,8,48,46-60
265,335107,72,1933-01-07,Female,1,93,60+
266,675828,19,1967-08-28,Female,8,59,46-60
267,670612,37,1967-06-12,Male,6,59,46-60
268,825502,39,1982-05-02,Female,5,44,31-45
269,236203,15,1923-12-03,Female,12,103,
270,470308,46,1947-03-08,Male,3,79,60+
271,455727,46,1945-07-27,Female,7,81,60+
272,446025,70,1944-10-25,Female,10,82,60+
273,725515,27,1972-05-15,Female,5,54,46-60
274,706125,17,1970-11-25,Female,11,56,46-60
275,186112,1,1918-11-12,Female,11,108,
276,570611,1,1957-06-11,Male,6,69,60+
277,616128,1,1961-11-28,Female,11,65,60+
278,726227,22,1972-12-27,Female,12,54,46-60
279,700516,22,1970-05-16,Male,5,56,46-60
280,696218,45,1969-12-18,Female,12,57,46-60
282,385224,73,1938-02-24,Female,2,88,60+
283,331104,73,1933-11-04,Male,11,93,60+
284,740806,10,1974-08-06,Male,8,52,46-60
285,540603,72,1954-06-03,Male,6,72,60+
286,525418,72,1952-04-18,Female,4,74,60+
287,800909,50,1980-09-09,Male,9,46,46-60
288,620421,6,1962-04-21,Male,4,64,60+
289,580327,54,1958-03-27,Male,3,68,60+
290,590112,72,1959-01-12,Male,1,67,60+
291,555427,72,1955-04-27,Female,4,71,60+
292,585906,15,1958-09-06,Female,9,68,60+
293,430927,69,1943-09-27,Male,9,83,60+
294,680321,58,1968-03-21,Male,3,58,46-60
295,390327,12,1939-03-27,Male,3,87,60+
296,740301,65,1974-03-01,Male,3,52,46-60
297,245315,65,1924-03-15,Female,3,102,
298,210613,65,1921-06-13,Male,6,105,
300,575730,1,1957-07-30,Female,7,69,60+
301,420110,28,1942-01-10,Male,1,84,60+
302,710223,56,1971-02-23,Male,2,55,46-60
303,460506,74,1946-05-06,Male,5,80,60+
304,345311,19,1934-03-11,Female,3,92,60+
305,380608,46,1938-06-08,Male,6,88,60+
308,765612,68,1976-06-12,Female,6,50,46-60
309,696214,37,1969-12-14,Female,12,57,46-60
310,500416,11,1950-04-16,Male,4,76,60+
311,305916,64,1930-09-16,Female,9,96,60+
312,240703,2,1924-07-03,Male,7,102,
313,425511,24,1942-05-11,Female,5,84,60+
314,450322,24,1945-03-22,Male,3,81,60+
315,670501,54,1967-05-01,Male,5,59,46-60
316,550428,75,1955-04-28,Male,4,71,60+
317,576006,64,1957-10-06,Female,10,69,60+
318,435402,15,1943-04-02,Female,4,83,60+
319,295404,19,1929-04-04,Female,4,97,60+
320,341112,19,1934-11-12,Male,11,92,60+
321,436024,47,1943-10-24,Female,10,83,60+
322,330201,38,1933-02-01,Male,2,93,60+
323,385404,38,1938-04-04,Female,4,88,60+
324,601203,3,1960-12-03,Male,12,66,60+
325,600221,3,1960-02-21,Male,2,66,60+
326,675918,27,1967-09-18,Female,9,59,46-60
327,681013,27,1968-10-13,Male,10,58,46-60
328,185124,1,1918-01-24,Female,1,108,
329,641203,11,1964-12-03,Male,12,62,60+
330,445805,65,1944-08-05,Female,8,82,60+
331,420302,1,1942-03-02,Male,3,84,60+
332,780725,29,1978-07-25,Male,7,48,46-60
333,711019,38,1971-10-19,Male,10,55,46-60
334,691031,32,1969-10-31,Male,10,57,46-60
335,675722,73,1967-07-22,Female,7,59,46-60
336,645211,39,1964-02-11,Female,2,62,60+
337,570508,39,1957-05-08,Male,5,69,60+
338,515619,8,1951-06-19,Female,6,75,60+
339,660730,1,1966-07-30,Male,7,60,46-60
340,705819,1,1970-08-19,Female,8,56,46-60
341,770316,69,1977-03-16,Male,3,49,46-60
342,725630,69,1972-06-30,Female,6,54,46-60
343,191119,44,1919-11-19,Male,11,107,
344,635716,54,1963-07-16,Female,7,63,60+
345,531207,17,1953-12-07,Male,12,73,60+
346,606102,17,1960-11-02,Female,11,66,60+
347,591213,71,1959-12-13,Male,12,67,60+
348,535124,71,1953-01-24,Female,1,73,60+
349,275527,39,1927-05-27,Female,5,99,60+
350,255402,25,1925-04-02,Female,4,101,
351,730501,1,1973-05-01,Male,5,53,46-60
352,400827,56,1940-08-27,Male,8,86,60+
353,651026,7,1965-10-26,Male,10,61,60+
354,225427,49,1922-04-27,Female,4,104,
355,300531,49,1930-05-31,Male,5,96,60+
356,796207,1,1979-12-07,Female,12,47,46-60
357,790330,1,1979-03-30,Male,3,47,46-60
358,595626,7,1959-06-26,Female,6,67,60+
359,700216,66,1970-02-16,Male,2,56,46-60
360,430427,49,1943-04-27,Male,4,83,60+
361,775525,74,1977-05-25,Female,5,49,46-60
362,505427,35,1950-04-27,Female,4,76,60+
363,420701,35,1942-07-01,Male,7,84,60+
364,426205,54,1942-12-05,Female,12,84,60+
365,300109,1,1930-01-09,Male,1,96,60+
366,366110,1,1936-11-10,Female,11,90,60+
367,635903,60,1963-09-03,Female,9,63,60+
368,681014,60,1968-10-14,Male,10,58,46-60
369,306106,7,1930-11-06,Female,11,96,60+
370,565105,71,1956-01-05,Female,1,70,60+
371,420716,4,1942-07-16,Male,7,84,60+
372,320403,34,1932-04-03,Male,4,94,60+
373,360228,16,1936-02-28,Male,2,90,60+
374,670614,26,1967-06-14,Male,6,59,46-60
375,695929,61,1969-09-29,Female,9,57,46-60
376,735108,14,1973-01-08,Female,1,53,46-60
378,780515,50,1978-05-15,Male,5,48,46-60
379,836013,50,1983-10-13,Female,10,43,31-45
380,730119,41,1973-01-19,Male,1,53,46-60
381,775126,73,1977-01-26,Female,1,49,46-60
382,780630,73,1978-06-30,Male,6,48,46-60
383,395517,15,1939-05-17,Female,5,87,60+
384,351008,15,1935-10-08,Male,10,91,60+
385,480324,45,1948-03-24,Male,3,78,60+
386,800821,62,1980-08-21,Male,8,46,46-60
387,270606,76,1927-06-06,Male,6,99,60+
388,506030,36,1950-10-30,Female,10,76,60+
389,745630,47,1974-06-30,Female,6,52,46-60
390,775127,47,1977-01-27,Female,1,49,46-60
391,335522,47,1933-05-22,Female,5,93,60+
392,505401,74,1950-04-01,Female,4,76,60+
393,560831,74,1956-08-31,Male,8,70,60+
394,245518,52,1924-05-18,Female,5,102,
395,190705,52,1919-07-05,Male,7,107,
396,200502,1,1920-05-02,Male,5,106,
397,300327,75,1930-03-27,Male,3,96,60+
398,255326,61,1925-03-26,Female,3,101,
399,520414,45,1952-04-14,Male,4,74,60+
400,331227,1,1933-12-27,Male,12,93,60+
401,286119,1,1928-11-19,Female,11,98,60+
402,431225,3,1943-12-25,Male,12,83,60+
403,735526,42,1973-05-26,Female,5,53,46-60
404,670420,42,1967-04-20,Male,4,59,46-60
405,346019,65,1934-10-19,Female,10,92,60+
406,770515,36,1977-05-15,Male,5,49,46-60
407,755527,73,1975-05-27,Female,5,51,46-60
408,785222,35,1978-02-22,Female,2,48,46-60
409,250618,74,1925-06-18,Male,6,101,
410,621220,62,1962-12-20,Male,12,64,60+
411,415414,17,1941-04-14,Female,4,85,60+
412,440417,17,1944-04-17,Male,4,82,60+
413,726118,49,1972-11-18,Female,11,54,46-60
414,476019,46,1947-10-19,Female,10,79,60+
415,450401,46,1945-04-01,Male,4,81,60+
416,326007,1,1932-10-07,Female,10,94,60+
417,300610,1,1930-06-10,Male,6,96,60+
418,661013,28,1966-10-13,Male,10,60,46-60
419,706007,64,1970-10-07,Female,10,56,46-60
420,780313,18,1978-03-13,Male,3,48,46-60
421,650731,54,1965-07-31,Male,7,61,60+
422,461207,69,1946-12-07,Male,12,80,60+
423,570623,37,1957-06-23,Male,6,69,60+
424,471008,1,1947-10-08,Male,10,79,60+
425,480212,25,1948-02-12,Male,2,78,60+
426,370601,72,1937-06-01,Male,6,89,60+
427,415914,72,1941-09-14,Female,9,85,60+
428,196116,47,1919-11-16,Female,11,107,
429,815120,50,1981-01-20,Female,1,45,31-45
430,200728,39,1920-07-28,Male,7,106,
431,276001,24,1927-10-01,Female,10,99,60+
432,525326,59,1952-03-26,Female,3,74,60+
433,550207,62,1955-02-07,Male,2,71,60+
434,435130,70,1943-01-30,Female,1,83,60+
435,671023,20,1967-10-23,Male,10,59,46-60
436,550615,2,1955-06-15,Male,6,71,60+
437,205117,11,1920-01-17,Female,1,106,
438,380928,32,1938-09-28,Male,9,88,60+
439,685912,51,1968-09-12,Female,9,58,46-60
440,705707,15,1970-07-07,Female,7,56,46-60
441,590914,1,1959-09-14,Male,9,67,60+
442,716216,1,1971-12-16,Female,12,55,46-60
443,711220,1,1971-12-20,Male,12,55,46-60
444,605801,74,1960-08-01,Female,8,66,60+
445,475427,1,1947-04-27,Female,4,79,60+
446,520319,1,1952-03-19,Male,3,74,60+
447,460904,23,1946-09-04,Male,9,80,60+
448,705815,77,1970-08-15,Female,8,56,46-60
450,531127,25,1953-11-27,Male,11,73,60+
451,790414,12,1979-04-14,Male,4,47,46-60
452,536022,55,1953-10-22,Female,10,73,60+
453,690716,67,1969-07-16,Male,7,57,46-60
454,495615,38,1949-06-15,Female,6,77,60+
455,200726,68,1920-07-26,Male,7,106,
456,400228,25,1940-02-28,Male,2,86,60+
457,500926,70,1950-09-26,Male,9,76,60+
458,610724,68,1961-07-24,Male,7,65,60+
459,675723,32,1967-07-23,Female,7,59,46-60
461,705813,68,1970-08-13,Female,8,56,46-60
462,701221,14,1970-12-21,Male,12,56,46-60
463,440405,38,1944-04-05,Male,4,82,60+
464,595730,24,1959-07-30,Female,7,67,60+
465,520901,5,1952-09-01,Male,9,74,60+
466,476119,1,1947-11-19,Female,11,79,60+
467,500417,1,1950-04-17,Male,4,76,60+
468,590427,72,1959-04-27,Male,4,67,60+
469,706013,59,1970-10-13,Female,10,56,46-60
470,545421,30,1954-04-21,Female,4,72,60+
471,770111,44,1977-01-11,Male,1,49,46-60
472,811227,36,1981-12-27,Male,12,45,31-45
473,395925,1,1939-09-25,Female,9,87,60+
474,490531,46,1949-05-31,Male,5,77,60+
476,475601,1,1947-06-01,Female,6,79,60+
477,540720,1,1954-07-20,Male,7,72,60+
478,780621,21,1978-06-21,Male,6,48,46-60
479,470820,11,1947-08-20,Male,8,79,60+
480,465124,11,1946-01-24,Female,1,80,60+
481,270122,69,1927-01-22,Male,1,99,60+
482,345122,69,1934-01-22,Female,1,92,60+
483,440619,1,1944-06-19,Male,6,82,60+
484,595913,28,1959-09-13,Female,9,67,60+
485,780516,32,1978-05-16,Male,5,48,46-60
486,440412,68,1944-04-12,Male,4,82,60+
487,225401,1,1922-04-01,Female,4,104,
488,170802,1,1917-08-02,Male,8,109,
489,401007,41,1940-10-07,Male,10,86,60+
490,501023,55,1950-10-23,Male,10,76,60+
491,660805,63,1966-08-05,Male,8,60,46-60
492,351026,72,1935-10-26,Male,10,91,60+
493,425604,41,1942-06-04,Female,6,84,60+
494,800519,1,1980-05-19,Male,5,46,46-60
495,375407,49,1937-04-07,Female,4,89,60+
496,515521,70,1951-05-21,Female,5,75,60+
497,530202,74,1953-02-02,Male,2,73,60+
498,485115,74,1948-01-15,Female,1,78,60+
499,355708,18,1935-07-08,Female,7,91,60+
500,710106,1,1971-01-06,Male,1,55,46-60
501,371028,62,1937-10-28,Male,10,89,60+
502,191208,6,1919-12-08,Male,12,107,
503,590724,73,1959-07-24,Male,7,67,60+
504,790801,36,1979-08-01,Male,8,47,46-60
505,771221,13,1977-12-21,Male,12,49,46-60
506,460816,75,1946-08-16,Male,8,80,60+
507,541116,75,1954-11-16,Male,11,72,60+
508,710428,53,1971-04-28,Male,4,55,46-60
509,800502,73,1980-05-02,Male,5,46,46-60
510,760415,12,1976-04-15,Male,4,50,46-60
511,590218,9,1959-02-18,Male,2,67,60+
512,655803,60,1965-08-03,Female,8,61,60+
513,745111,8,1974-01-11,Female,1,52,46-60
514,681115,8,1968-11-15,Male,11,58,46-60
515,320526,1,1932-05-26,Male,5,94,60+
516,305427,1,1930-04-27,Female,4,96,60+
517,650725,63,1965-07-25,Male,7,61,60+
518,795428,54,1979-04-28,Female,4,47,46-60
519,800413,18,1980-04-13,Male,4,46,46-60
520,475927,46,1947-09-27,Female,9,79,60+
521,751225,69,1975-12-25,Male,12,51,46-60
522,565304,1,1956-03-04,Female,3,70,60+
523,221217,38,1922-12-17,Male,12,104,
524,635102,30,1963-01-02,Female,1,63,60+
525,690814,30,1969-08-14,Male,8,57,46-60
526,640201,43,1964-02-01,Male,2,62,60+
527,665818,43,1966-08-18,Female,8,60,46-60
528,770211,37,1977-02-11,Male,2,49,46-60
529,781105,69,1978-11-05,Male,11,48,46-60
530,575927,29,1957-09-27,Female,9,69,60+
531,761004,27,1976-10-04,Male,10,50,46-60
532,805903,27,1980-09-03,Female,9,46,46-60
533,415519,54,1941-05-19,Female,5,85,60+
534,570722,74,1957-07-22,Male,7,69,60+
535,370909,26,1937-09-09,Male,9,89,60+
536,390825,47,1939-08-25,Male,8,87,60+
537,350116,1,1935-01-16,Male,1,91,60+
538,485510,5,1948-05-10,Female,5,78,60+
540,210728,19,1921-07-28,Male,7,105,
541,275309,19,1927-03-09,Female,3,99,60+
542,215209,59,1921-02-09,Female,2,105,
543,585415,11,1958-04-15,Female,4,68,60+
544,481116,63,1948-11-16,Male,11,78,60+
545,736011,75,1973-10-11,Female,10,53,46-60
546,530825,7,1953-08-25,Male,8,73,60+
547,490331,54,1949-03-31,Male,3,77,60+
548,371204,49,1937-12-04,Male,12,89,60+
550,611130,7,1961-11-30,Male,11,65,60+
551,765705,47,1976-07-05,Female,7,50,46-60
552,345508,1,1934-05-08,Female,5,92,60+
553,410407,1,1941-04-07,Male,4,85,60+
554,255419,30,1925-04-19,Female,4,101,
555,261021,30,1926-10-21,Male,10,100,60+
556,460708,29,1946-07-08,Male,7,80,60+
557,390717,51,1939-07-17,Male,7,87,60+
558,205705,43,1920-07-05,Female,7,106,
559,725905,32,1972-09-05,Female,9,54,46-60
560,676216,71,1967-12-16,Female,12,59,46-60
561,626110,74,1962-11-10,Female,11,64,60+
562,755922,49,1975-09-22,Female,9,51,46-60
563,615909,72,1961-09-09,Female,9,65,60+
564,550124,72,1955-01-24,Male,1,71,60+
565,595703,64,1959-07-03,Female,7,67,60+
566,465305,47,1946-03-05,Female,3,80,60+
567,500502,47,1950-05-02,Male,5,76,60+
568,605719,8,1960-07-19,Female,7,66,60+
569,620615,73,1962-06-15,Male,6,64,60+
570,415131,61,1941-01-31,Female,1,85,60+
571,240927,3,1924-09-27,Male,9,102,
572,205804,3,1920-08-04,Female,8,106,
573,670810,69,1967-08-10,Male,8,59,46-60
574,721225,1,1972-12-25,Male,12,54,46-60
575,700404,58,1970-04-04,Male,4,56,46-60
576,745512,58,1974-05-12,Female,5,52,46-60
577,636205,1,1963-12-05,Female,12,63,60+
578,775707,23,1977-07-07,Female,7,49,46-60
579,335531,72,1933-05-31,Female,5,93,60+
581,495204,70,1949-02-04,Female,2,77,60+
582,500926,1,1950-09-26,Male,9,76,60+
583,655101,75,1965-01-01,Female,1,61,60+
584,765513,33,1976-05-13,Female,5,50,46-60
585,425221,40,1942-02-21,Female,2,84,60+
586,471103,40,1947-11-03,Male,11,79,60+
587,455708,25,1945-07-08,Female,7,81,60+
588,606020,61,1960-10-20,Female,10,66,60+
589,610917,45,1961-09-17,Male,9,65,60+
590,490215,44,1949-02-15,Male,2,77,60+
591,746029,65,1974-10-29,Female,10,52,46-60
592,650718,26,1965-07-18,Male,7,61,60+
593,545710,60,1954-07-10,Female,7,72,60+
596,481024,69,1948-10-24,Male,10,78,60+
597,430222,55,1943-02-22,Male,2,83,60+
598,701231,1,1970-12-31,Male,12,56,46-60
599,775518,1,1977-05-18,Female,5,49,46-60
601,660312,56,1966-03-12,Male,3,60,46-60
602,655116,56,1965-01-16,Female,1,61,60+
603,665309,13,1966-03-09,Female,3,60,46-60
604,655731,1,1965-07-31,Female,7,61,60+
605,705827,1,1970-08-27,Female,8,56,46-60
